id,date,title,description,buyer,price_hint,url,worksheet_url,checklist_url,cover_url,seller_copy_url,download_url,starter_bundle_url,support_page_url,pay_what_you_can_url,branded_product_url,branded_support_url,branded_support_intent_url,monetization_destination_type,monetization_destination_url,store_connected,support_connected,topic_urls,tags,monetization_enabled
daily-autodigital-shelf:2026-05-23-micro-budget,2026-05-23,Micro Budget Reset,"A one-page reset for seeing near-term bills, small leaks, and the next cash decision.",Solo households and freelancers who need a short money picture without a complex finance app.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-23-micro-budget/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-23-micro-budget.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-23-micro-budget,https://www.calmsprout.com/daily-shelf/products/2026-05-23-micro-budget/support,https://www.calmsprout.com/daily-shelf/products/2026-05-23-micro-budget/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/cleanup-and-reset.html,"digital download,printable worksheet,planner,checklist,low maintenance,micro,budget,reset",True
daily-autodigital-shelf:2026-05-22-home-inventory,2026-05-22,Tiny Home Inventory Pack,"A room-by-room mini inventory for renters, homeowners, resellers, and insurance prep.",People who need a simple physical inventory without a full spreadsheet system.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-22-home-inventory/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-22-home-inventory.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-22-home-inventory,https://www.calmsprout.com/daily-shelf/products/2026-05-22-home-inventory/support,https://www.calmsprout.com/daily-shelf/products/2026-05-22-home-inventory/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,tiny,home,inventory,pack",True
daily-autodigital-shelf:2026-05-21-low-energy-week,2026-05-21,Low-Energy Week Planner,A gentle planning sheet for weeks where consistency matters more than intensity.,Disabled and neurodivergent workers who need low-friction planning without motivational noise.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-21-low-energy-week/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-21-low-energy-week.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-21-low-energy-week,https://www.calmsprout.com/daily-shelf/products/2026-05-21-low-energy-week/support,https://www.calmsprout.com/daily-shelf/products/2026-05-21-low-energy-week/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,low,energy,week",True
daily-autodigital-shelf:2026-05-20-receipt-runner,2026-05-20,Receipt Runner Ledger Pack,A simple ledger and daily receipt habit for tiny projects that need proof of movement.,People who lose progress in scattered notes and need a visible record of what changed.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-20-receipt-runner/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-20-receipt-runner.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-20-receipt-runner,https://www.calmsprout.com/daily-shelf/products/2026-05-20-receipt-runner/support,https://www.calmsprout.com/daily-shelf/products/2026-05-20-receipt-runner/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/cleanup-and-reset.html,"digital download,printable worksheet,planner,checklist,low maintenance,receipt,runner,ledger,pack",True
daily-autodigital-shelf:2026-05-19-calm-launch,2026-05-19,Calm Launch One-Page Kit,"A printable page for turning one messy idea into one offer, one audience, and one next action.","Creators, solo operators, and small service shops with an idea that keeps staying unfinished.",$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-19-calm-launch/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-19-calm-launch.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-19-calm-launch,https://www.calmsprout.com/daily-shelf/products/2026-05-19-calm-launch/support,https://www.calmsprout.com/daily-shelf/products/2026-05-19-calm-launch/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,calm,launch,one,page,kit",True
daily-autodigital-shelf:2026-05-18-landing-page-copy,2026-05-18,Landing Page Copy Blocks,"A fill-in worksheet for headline, promise, proof, offer, and next action copy.",Small operators who need usable page copy before a designer or builder gets involved.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-18-landing-page-copy/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-18-landing-page-copy.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-18-landing-page-copy,https://www.calmsprout.com/daily-shelf/products/2026-05-18-landing-page-copy/support,https://www.calmsprout.com/daily-shelf/products/2026-05-18-landing-page-copy/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,landing,page,copy,blocks",True
daily-autodigital-shelf:2026-05-17-renewal-reminder,2026-05-17,Renewal Reminder Sheet,"A small tracker for domain, software, insurance, lease, and service renewal dates.",People who need renewal dates visible before they become urgent surprises.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-17-renewal-reminder/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-17-renewal-reminder.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-17-renewal-reminder,https://www.calmsprout.com/daily-shelf/products/2026-05-17-renewal-reminder/support,https://www.calmsprout.com/daily-shelf/products/2026-05-17-renewal-reminder/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/home-admin.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,renewal,reminder,sheet",True
daily-autodigital-shelf:2026-05-16-link-in-bio-audit,2026-05-16,Link-in-Bio Audit,A simple audit sheet for checking whether a public profile points visitors to one useful action.,Creators and small sellers whose public links do not clearly route visitors.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-16-link-in-bio-audit/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-16-link-in-bio-audit.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit/support,https://www.calmsprout.com/daily-shelf/products/2026-05-16-link-in-bio-audit/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,link,in,bio,audit",True
daily-autodigital-shelf:2026-05-15-focus-menu,2026-05-15,Focus Menu Builder,"A menu of low, medium, and high energy task options for days when planning from scratch is too expensive.",People who need usable work choices that adapt to uneven energy.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-15-focus-menu/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-15-focus-menu.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu/support,https://www.calmsprout.com/daily-shelf/products/2026-05-15-focus-menu/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,focus,menu,builder",True
daily-autodigital-shelf:2026-05-14-store-import-prep,2026-05-14,Store Import Prep Sheet,"A worksheet for gathering product title, description, price hint, tags, and delivery files before using a store platform.","Digital sellers preparing listings for Payhip, Gumroad, Etsy-style shops, or similar platforms.",$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-14-store-import-prep/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-14-store-import-prep.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep/support,https://www.calmsprout.com/daily-shelf/products/2026-05-14-store-import-prep/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/small-business-ops.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,store,import,prep,sheet",True
daily-autodigital-shelf:2026-05-13-two-hour-workblock,2026-05-13,Two-Hour Workblock Planner,"A compact planning sheet for choosing one outcome, one timer, and one shutdown note.",People who need a bounded work session that does not expand into the whole day.,$3 to $9 digital pack,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-13-two-hour-workblock/,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-13-two-hour-workblock/printable.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-13-two-hour-workblock/checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-13-two-hour-workblock/cover.svg,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-13-two-hour-workblock/seller-copy.md,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-13-two-hour-workblock.zip,https://x26dotapp.github.io/daily-autodigital-shelf/bundles/starter-archive.zip,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://www.calmsprout.com/daily-shelf/products/2026-05-13-two-hour-workblock,https://www.calmsprout.com/daily-shelf/products/2026-05-13-two-hour-workblock/support,https://www.calmsprout.com/daily-shelf/products/2026-05-13-two-hour-workblock/support/go,support,https://gift.calmsprout.com,False,True,https://x26dotapp.github.io/daily-autodigital-shelf/topics/low-energy-systems.html|https://x26dotapp.github.io/daily-autodigital-shelf/topics/digital-product-prep.html,"digital download,printable worksheet,planner,checklist,low maintenance,two,hour,workblock",True
